session_id,group_name,group_id,post_id,check_time,elapsed_minutes,views,likes,reposts,published_at,post_text_preview
"20250921_1450","chp_nn","93211868","890140","2025-09-21T11:55:02.583Z",5,23663,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1450","chp_nn","93211868","890130","2025-09-21T11:55:02.583Z",5,7171,20,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1450","chp_nn","93211868","890055","2025-09-21T11:55:02.583Z",5,50177,139,131,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1450","chp_nn","93211868","890030","2025-09-21T11:55:02.583Z",5,13331,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1450","chp_nn","93211868","890024","2025-09-21T11:55:02.583Z",5,12260,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
"20250921_1441","chp_nn","93211868","889742","2025-09-21T11:56:08.827Z",15,88899,964,1513,"2025-09-20T04:37:48.000Z","❗😁 Не для слабонервных: в Сети всплыли жуткие кадры страшного преступления  Щенок корги нашёл дома "
"20250921_1441","chp_nn","93211868","890352","2025-09-21T11:56:08.827Z",15,1179,8,5,"2025-09-21T11:00:46.000Z","❗Нижегородский школьник вырастил гигантский овощ   15-летний парень из Навашинского округа привёз св"
"20250921_1441","chp_nn","93211868","890324","2025-09-21T11:56:08.827Z",15,3523,1,0,"2025-09-21T10:00:00.000Z","Забирайте всего за 1 рубль! Яйца куриные 365 ДНЕЙ, С2, 10 шт. за 1₽ при покупке от 3000 ₽ 1 чек =1 т"
"20250921_1441","chp_nn","93211868","890285","2025-09-21T11:56:08.827Z",15,13889,62,165,"2025-09-21T08:10:10.000Z","❗🤯 Жуткое ДТП на М5: водитель уснул за рулём    22-летний водитель «Kia Rio» выехал на встречку, ст"
"20250921_1441","chp_nn","93211868","890236","2025-09-21T11:56:08.827Z",15,42398,43,69,"2025-09-21T05:24:40.000Z","❗Появились подробности ДТП [https://vk.com/wall-93211868_890140|на проспекте Гагарина]   По данным Г"
"20250921_1441","chp_nn","93211868","890140","2025-09-21T11:56:08.827Z",15,23678,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1441","chp_nn","93211868","890130","2025-09-21T11:56:08.827Z",15,7177,20,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1441","chp_nn","93211868","890055","2025-09-21T11:56:08.827Z",15,50218,139,131,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1441","chp_nn","93211868","890030","2025-09-21T11:56:08.827Z",15,13340,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1441","chp_nn","93211868","890024","2025-09-21T11:56:08.827Z",15,12268,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
"20250921_1450","chp_nn","93211868","889742","2025-09-21T12:00:03.866Z",10,88948,965,1515,"2025-09-20T04:37:48.000Z","❗😁 Не для слабонервных: в Сети всплыли жуткие кадры страшного преступления  Щенок корги нашёл дома "
"20250921_1450","chp_nn","93211868","890352","2025-09-21T12:00:03.866Z",10,1226,10,5,"2025-09-21T11:00:46.000Z","❗Нижегородский школьник вырастил гигантский овощ   15-летний парень из Навашинского округа привёз св"
"20250921_1450","chp_nn","93211868","890324","2025-09-21T12:00:03.866Z",10,3740,1,0,"2025-09-21T10:00:00.000Z","Забирайте всего за 1 рубль! Яйца куриные 365 ДНЕЙ, С2, 10 шт. за 1₽ при покупке от 3000 ₽ 1 чек =1 т"
"20250921_1450","chp_nn","93211868","890285","2025-09-21T12:00:03.866Z",10,14235,63,170,"2025-09-21T08:10:10.000Z","❗🤯 Жуткое ДТП на М5: водитель уснул за рулём    22-летний водитель «Kia Rio» выехал на встречку, ст"
"20250921_1450","chp_nn","93211868","890236","2025-09-21T12:00:03.866Z",10,42746,43,69,"2025-09-21T05:24:40.000Z","❗Появились подробности ДТП [https://vk.com/wall-93211868_890140|на проспекте Гагарина]   По данным Г"
"20250921_1450","chp_nn","93211868","890140","2025-09-21T12:00:03.866Z",10,23710,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1450","chp_nn","93211868","890130","2025-09-21T12:00:03.866Z",10,7200,20,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1450","chp_nn","93211868","890055","2025-09-21T12:00:03.866Z",10,50384,139,133,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1450","chp_nn","93211868","890030","2025-09-21T12:00:03.866Z",10,13374,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1450","chp_nn","93211868","890024","2025-09-21T12:00:03.866Z",10,12302,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
"20250921_1500","chp_nn","93211868","889742","2025-09-21T12:00:04.341Z",0,88948,965,1515,"2025-09-20T04:37:48.000Z","❗😁 Не для слабонервных: в Сети всплыли жуткие кадры страшного преступления  Щенок корги нашёл дома "
"20250921_1500","chp_nn","93211868","890352","2025-09-21T12:00:04.341Z",0,1226,10,5,"2025-09-21T11:00:46.000Z","❗Нижегородский школьник вырастил гигантский овощ   15-летний парень из Навашинского округа привёз св"
"20250921_1500","chp_nn","93211868","890324","2025-09-21T12:00:04.341Z",0,3741,1,0,"2025-09-21T10:00:00.000Z","Забирайте всего за 1 рубль! Яйца куриные 365 ДНЕЙ, С2, 10 шт. за 1₽ при покупке от 3000 ₽ 1 чек =1 т"
"20250921_1500","chp_nn","93211868","890285","2025-09-21T12:00:04.341Z",0,14236,63,170,"2025-09-21T08:10:10.000Z","❗🤯 Жуткое ДТП на М5: водитель уснул за рулём    22-летний водитель «Kia Rio» выехал на встречку, ст"
"20250921_1500","chp_nn","93211868","890236","2025-09-21T12:00:04.341Z",0,42746,43,69,"2025-09-21T05:24:40.000Z","❗Появились подробности ДТП [https://vk.com/wall-93211868_890140|на проспекте Гагарина]   По данным Г"
"20250921_1500","chp_nn","93211868","890140","2025-09-21T12:00:04.341Z",0,23710,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1500","chp_nn","93211868","890130","2025-09-21T12:00:04.341Z",0,7200,20,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1500","chp_nn","93211868","890055","2025-09-21T12:00:04.341Z",0,50384,139,133,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1500","chp_nn","93211868","890030","2025-09-21T12:00:04.341Z",0,13374,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1500","chp_nn","93211868","890024","2025-09-21T12:00:04.341Z",0,12302,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
"20250921_1441","chp_nn","93211868","889742","2025-09-21T12:01:08.906Z",20,88963,966,1515,"2025-09-20T04:37:48.000Z","❗😁 Не для слабонервных: в Сети всплыли жуткие кадры страшного преступления  Щенок корги нашёл дома "
"20250921_1441","chp_nn","93211868","890352","2025-09-21T12:01:08.907Z",20,1237,10,5,"2025-09-21T11:00:46.000Z","❗Нижегородский школьник вырастил гигантский овощ   15-летний парень из Навашинского округа привёз св"
"20250921_1441","chp_nn","93211868","890324","2025-09-21T12:01:08.907Z",20,3783,1,0,"2025-09-21T10:00:00.000Z","Забирайте всего за 1 рубль! Яйца куриные 365 ДНЕЙ, С2, 10 шт. за 1₽ при покупке от 3000 ₽ 1 чек =1 т"
"20250921_1441","chp_nn","93211868","890285","2025-09-21T12:01:08.907Z",20,14333,63,171,"2025-09-21T08:10:10.000Z","❗🤯 Жуткое ДТП на М5: водитель уснул за рулём    22-летний водитель «Kia Rio» выехал на встречку, ст"
"20250921_1441","chp_nn","93211868","890236","2025-09-21T12:01:08.907Z",20,42858,43,69,"2025-09-21T05:24:40.000Z","❗Появились подробности ДТП [https://vk.com/wall-93211868_890140|на проспекте Гагарина]   По данным Г"
"20250921_1441","chp_nn","93211868","890140","2025-09-21T12:01:08.907Z",20,23722,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1441","chp_nn","93211868","890130","2025-09-21T12:01:08.907Z",20,7203,20,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1441","chp_nn","93211868","890055","2025-09-21T12:01:08.907Z",20,50412,139,133,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1441","chp_nn","93211868","890030","2025-09-21T12:01:08.907Z",20,13380,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1441","chp_nn","93211868","890024","2025-09-21T12:01:08.907Z",20,12306,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
"20250921_1507","chp_nn","93211868","889742","2025-09-21T12:07:19.491Z",0,89055,966,1516,"2025-09-20T04:37:48.000Z","❗😁 Не для слабонервных: в Сети всплыли жуткие кадры страшного преступления  Щенок корги нашёл дома "
"20250921_1507","chp_nn","93211868","890352","2025-09-21T12:07:19.496Z",0,1309,11,6,"2025-09-21T11:00:46.000Z","❗Нижегородский школьник вырастил гигантский овощ   15-летний парень из Навашинского округа привёз св"
"20250921_1507","chp_nn","93211868","890324","2025-09-21T12:07:19.496Z",0,4090,2,0,"2025-09-21T10:00:00.000Z","Забирайте всего за 1 рубль! Яйца куриные 365 ДНЕЙ, С2, 10 шт. за 1₽ при покупке от 3000 ₽ 1 чек =1 т"
"20250921_1507","chp_nn","93211868","890285","2025-09-21T12:07:19.496Z",0,14844,64,176,"2025-09-21T08:10:10.000Z","❗🤯 Жуткое ДТП на М5: водитель уснул за рулём    22-летний водитель «Kia Rio» выехал на встречку, ст"
"20250921_1507","chp_nn","93211868","890236","2025-09-21T12:07:19.496Z",0,43375,45,69,"2025-09-21T05:24:40.000Z","❗Появились подробности ДТП [https://vk.com/wall-93211868_890140|на проспекте Гагарина]   По данным Г"
"20250921_1507","chp_nn","93211868","890140","2025-09-21T12:07:19.496Z",0,23785,53,71,"2025-09-20T19:03:44.000Z","❗Массовая авария с участием скорой помощи произошла на проспекте Гагарина   Предварительно, легковуш"
"20250921_1507","chp_nn","93211868","890130","2025-09-21T12:07:19.496Z",0,7228,21,3,"2025-09-20T18:38:15.000Z","❗Джазовый фестиваль в парке «Швейцария»"
"20250921_1507","chp_nn","93211868","890055","2025-09-21T12:07:19.496Z",0,50663,140,134,"2025-09-20T16:25:37.000Z","❗Взятка в 50 тысяч обернулась для инспектора ДПС миллионным штрафом    В июне 2025 года старший инсп"
"20250921_1507","chp_nn","93211868","890030","2025-09-21T12:07:19.496Z",0,13452,16,13,"2025-09-20T15:00:00.000Z","Просторный дом 121.5 м² в коттеджном посёлке «КП Майдан». Ипотека 6%!  Предлагаем вашему вниманию со"
"20250921_1507","chp_nn","93211868","890024","2025-09-21T12:07:19.496Z",0,12355,33,37,"2025-09-20T14:35:22.000Z","❗Вчерашнее ДТП на объездной дороге г. Кстово, сразу за поселком Зелецино   Водительница легкового ав"
